Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019]
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Japan,JPN,6150517742.84918,6812569101.91208
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Jordan,JOR,637183098.59155,574788732.394366
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kazakhstan,KAZ,2680081027.61834,2660169693.95828
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kenya,KEN,10730012.9361666,2563928.55203916
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kiribati,KIR,1079297.74966465,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Korea, Dem. People’s Rep.",PRK,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Korea, Rep.",KOR,13530600000,10730700000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kosovo,XKX,58958746.84,42094177.32
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kuwait,KWT,14346861711.1383,14782035866.4844
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kyrgyz Republic,KGZ,560492155.277219,571440103.148051
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Lao PDR,LAO,123785020.55765,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Latvia,LVA,238603497.115386,240536845.373377
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Lebanon,LBN,5007029016.94585,4333066963.75529
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Lesotho,LSO,0,0
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Liberia,LBR,339065011.927018,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Libya,LBY,744200000,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Liechtenstein,LIE,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Lithuania,LTU,616910983.746796,602061051.719428
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Luxembourg,LUX,14115981195.6855,13736215432.8381
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Macao SAR, China",MAC,2152171346.63642,2303035475.49913
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,North Macedonia,MKD,24903445,21972421
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Madagascar,MDG,74265373.8404899,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Malawi,MWI,12400525.8502277,29157481.4228706
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Malaysia,MYS,10804336402.801,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Maldives,MDV,532373122.293351,594200325.54448
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mali,MLI,206961471.633627,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Malta,MLT,512143345.60481,493132507.583175
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Marshall Islands,MHL,23766242,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mauritania,MRT,26581211.4499449,10091814.7753287
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mauritius,MUS,747332851.203287,797812996.858799
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mexico,MEX,999848929,981248256
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Micronesia, Fed. Sts.",FSM,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Moldova,MDA,165160000,179040000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Monaco,MCO,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mongolia,MNG,216788387.33297,233421699.204124
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Montenegro,MNE,110740637.014586,123348024.087008
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Morocco,MAR,138278344.991785,133339868.720381
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mozambique,MOZ,209479738.37071,202255973.936507
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Myanmar,MMR,151091563.394492,178831799.906676
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Namibia,NAM,57922969.9958448,90141221.3925087
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Nauru,NRU,9997005.96476493,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Nepal,NPL,49426302.0860375,60035162.8461264
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Netherlands,NLD,12933529695.3846,14548248432.6569
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,New Caledonia,NCL,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,New Zealand,NZL,843732402.346712,762227926.315988
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Nicaragua,NIC,1600000,1600000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Niger,NER,184458102.938419,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Nigeria,NGA,67676279.7856165,90600080.5251923
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Northern Mariana Islands,MNP,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Norway,NOR,4410935943.39499,4619430692.22194
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Oman,OMN,9957667100.13004,9133940182.05462
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Pakistan,PAK,130000000,124000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Palau,PLW,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Panama,PAN,797038800,823651558
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Papua New Guinea,PNG,91869313.6490399,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Paraguay,PRY,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Peru,PER,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Philippines,PHL,258523555.919344,225723157.628142
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Poland,POL,7116000000,7133000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Portugal,PRT,261728984.96337,254977826.190477
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Puerto Rico,PRI,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Qatar,QAT,11557967032.967,11963736263.7363
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Romania,ROU,435256485.932014,431837245.712081
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Russian Federation,RUS,22308420000,22217240000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Rwanda,RWA,142854354.28288,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Samoa,WSM,17259059.2581436,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,San Marino,SMR,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sao Tome and Principe,STP,0,103605.327748143
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Saudi Arabia,SAU,33881511795.48,31197048533.3334
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Senegal,SEN,591757306.271898,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Serbia,SRB,297119802.732851,331770720.982698
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Seychelles,SYC,69888233.4198638,73593877.51799
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sierra Leone,SLE,7007054.1553365,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Singapore,SGP,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sint Maarten (Dutch part),SXM,94100558.6592179,99422629.0167598
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Slovak Republic,SVK,364298637.81272,351123899.531521
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Slovenia,SVN,296046873.239012,319636328.244373
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Solomon Islands,SLB,62632139.7324735,83345358.4532868
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Somalia,SOM,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,South Africa,ZAF,1097843691.03595,1052038112.59502
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,South Sudan,SSD,103490000,16020000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Spain,ESP,443326436.382785,461285135.795455
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sri Lanka,LKA,962280000,1090540000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,St. Kitts and Nevis,KNA,28850349.3667176,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,St. Lucia,LCA,21747272.1069926,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,St. Martin (French part),MAF,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,St. Vincent and the Grenadines,VCT,12791677.8381187,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sudan,SDN,208724835.982474,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Suriname,SUR,39451051.6157902,27918911.7153927
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Eswatini,SWZ,24233542.4803235,26891451.2673029
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sweden,SWE,2084528141.68027,1917143880.94036
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Switzerland,CHE,26750441772.2752,27088145566.5095
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Syrian Arab Republic,SYR,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tajikistan,TJK,252025144.01,190464767.39
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tanzania,TZA,99054685.0191791,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Thailand,THA,4923627285.38676,5283022254.92145
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Timor-Leste,TLS,285678509.31,293383664.29
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Togo,TGO,98184891.0465106,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tonga,TON,20924979.1586959,28880062.9202786
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Trinidad and Tobago,TTO,358572056.458286,248432545.836275
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tunisia,TUN,26975291.5396821,26274238.0698147
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Turkey,TUR,1533000000,1659000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Turkmenistan,TKM,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Turks and Caicos Islands,TCA,129125500,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tuvalu,TUV,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Uganda,UGA,399985495.005538,418066640.870716
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ukraine,UKR,565000000,575000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,United Arab Emirates,ARE,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,United Kingdom,GBR,10410129089.9593,10590472857.2664
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,United States,USA,67009000000,71562000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Uruguay,URY,11714339.785,12539021.065
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Uzbekistan,UZB,244064391.29,273754343.043
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Vanuatu,VUT,10268129.2329078,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Venezuela, RB",VEN,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Vietnam,VNM,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Virgin Islands (U.S.),VIR,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,West Bank and Gaza,PSE,22347334.9479114,15575571.3753924
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Yemen, Rep.",YEM,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Zambia,ZMB,132001364.063928,103806857.93222
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Zimbabwe,ZWE,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Afghanistan,AFG,119435105.715177,23404553.647249
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Albania,ALB,1204383363.60476,1201022154.46645
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Algeria,DZA,1466082167.31,1381890089.621
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,American Samoa,ASM,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Andorra,AND,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Angola,AGO,-6456076413.12033,-4098478747.63755
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Antigua and Barbuda,ATG,135127898.770161,139466666.6667
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Argentina,ARG,11872856662.7649,6663062111.95629
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Armenia,ARM,254146163.557324,254077251.672277
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Aruba,ABW,135529098.580513,-76041739.4195137
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Australia,AUS,61079477672.6636,40074777480.8623
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Austria,AUT,-28555242263.4249,-8100275768.26291
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Azerbaijan,AZE,1402998000,1503918000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Bahamas, The",BHS,491404689.229667,264596251.69575
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bahrain,BHR,111170212.765957,941755319.1489
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bangladesh,BGD,2421626238.43717,2003078501.41379
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Barbados,BRB,241596500,215370000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belarus,BLR,1426500000,1273300000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belgium,BEL,-42501691432.0055,-28965673807.8192
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belize,BLZ,122041646.954707,102890130.203373
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Benin,BEN,194073683.196869,230191998.5399
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bermuda,BMU,95689121.5,119258666.6667
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bhutan,BTN,2649712.66204277,13032399.5767522
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bolivia,BOL,302368781.37636,-159539118.413763
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bosnia and Herzegovina,BIH,594804957.644791,390210690.893359
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Botswana,BWA,228718290.832085,260927936.0572
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Brazil,BRA,78162572752.95,73503730876.25
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,British Virgin Islands,VGB,58776983523.091,57996843293.8726
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Brunei Darussalam,BRN,516202620.629746,373256767.246304
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bulgaria,BGR,1222580000,1504060000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Burkina Faso,BFA,268414907.946195,207950227.8
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Burundi,BDI,983747.12499426,1044960.5011
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cabo Verde,CPV,107974093.736283,105301877.80146
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cambodia,KHM,3212633447.0447,3663032999.47048
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cameroon,CMR,765092012.778526,781636119.4548
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Canada,CAN,46542783393.9787,47845284756.7537
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cayman Islands,CYM,16770828214.5498,34689770001.1034
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Central African Republic,CAF,18003535.3903,25601157.4181
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Chad,TCD,460890505.9904,566638950.8536
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Channel Islands,CHI,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Chile,CHL,7322612246.0677,11928369565.1231
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,China,CHN,235365050036.341,155815344616.661
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Colombia,COL,11535119873.131,14313721547.4864
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Comoros,COM,6859922.78066133,7859590.3078
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Congo, Dem. Rep.",COD,1407563588.42423,1350994226.20535
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Congo, Rep.",COG,4315250902.8503,3366085029.42
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Costa Rica,CRI,2763898445.34094,2505080214.65076
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cote d'Ivoire,CIV,620330654.359791,1008704755.3518
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Croatia,HRV,1212763554.01445,1170052265.37469
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cuba,CUB,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Curacao,CUW,123825577.815643,58857101.2513966
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cyprus,CYP,5206751664.27152,23840776170.5538
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Czech Republic,CZE,8324668391.46793,9332858120.79602
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Denmark,DNK,1166205135.1967,-7837367041.07816
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Djibouti,DJI,170003376.097232,181913000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Dominica,DMA,13286694.9945287,32551851.8519
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Dominican Republic,DOM,2744500000,2824500000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ecuador,ECU,1455972145.23622,937624269.513027
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Egypt, Arab Rep.",EGY,8141300000,9010100000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,El Salvador,SLV,412743968.360673,724753960.841659
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Equatorial Guinea,GNQ,396077778.5855,452287114.3862
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Eritrea,ERI,61015000,67116000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Estonia,EST,1212525210.21856,2962634485.84416
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ethiopia,ETH,3360419368.65295,2516228020.2911
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Faroe Islands,FRO,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Fiji,FJI,468861002.876235,322557661.380993
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Finland,FIN,-10591740312.5275,8854309515.63855
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,France,FRA,71599682377.0523,51038713850.7414
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,French Polynesia,PYF,-45315626.9539,32625026.5076
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Gabon,GAB,1379070810.8933,1553136883.3639
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Gambia, The",GMB,32957945.2678928,32266071.5504
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Georgia,GEO,1218652826.35,1268912419.55
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Germany,DEU,167955928198.984,72211216445.8335
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ghana,GHA,2989035000,2318800000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Gibraltar,GIB,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Greece,GRC,4025447788.57701,4611617007.82919
